Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
1,1111,1,1083811,Arsenal Building,DPR,1,659.6,40,20,295.1,12.3
1,1111,1,1083839,Central Park Lasker Rink and Pool,DPR,Not Available,2718.5,70.4,Not Available,2170.2,68
1,1111,1,1088762,Central Park Shop and Garage,DPR,Not Available,104.9,3,Not Available,205.7,10.7
1,1111,1,1083837,CPC 79th St Maintenance Yard,DPR,Not Available,282.6,7.3,Not Available,303.8,9.4
1,1111,1,1083840,North Meadow Recreation Center,DPR,Not Available,172.7,4.5,Not Available,351.1,17.5
1,1111,1,1000000,Wollman Rink,DPR,Not Available,2132.3,61.2,Not Available,2288.9,66.5
1,1151,15,1086545,Recreation Center 59,DPR,Not Available,53.2,1.4,Not Available,427,15.6
1,1346,32,1039840,Recreation Center 54,DPR,Not Available,243.2,6.3,Not Available,389.3,17.1
1,1488,17,1046409,"John Jay Park, Pool and Comfort Station",DPR,Not Available,109.8,3,Not Available,166,6.6
1,1587,1,1085696,Asphalt Green Recreation Facility,DPR,Not Available,925,28.3,Not Available,876.9,27.4
1,1592,1,1076334,Gracie Mansion,DPR,Not Available,613.2,20.6,Not Available,657.8,22.3
1,1705,1,1085632,Thomas Jefferson Recreation Center,DPR,Not Available,322.7,11.3,Not Available,265.1,9.5
1,1719,1,1083971,Marcus Garvey Park Pool,DPR,Not Available,112.7,4.2,Not Available,168,5.8
1,1719,1,1083967,Pelham Fritz Recreation Center,DPR,Not Available,143.3,3.7,Not Available,325,16.8
1,1730,55,1081456,Hansborough Pool and Recreation Center,DPR,Not Available,104.6,2.7,Not Available,281.6,15.3
1,1819,203,1089646,Five-Boro Technical Services Building,DPR,Not Available,230.6,6,Not Available,288.6,14.8
1,1819,203,1085920,Icahn Stadium,DPR,Not Available,449.9,12.1,Not Available,456.5,12.8
1,2052,1,1084164,Jackie Robinson Park Pool and Rec Center,DPR,Not Available,174.7,4.5,Not Available,245.4,13.1
1,2106,1,1063172,Highbridge Recreation Center,DPR,Not Available,299.8,12,Not Available,222.8,8.4
1,2139,404,1063445,J Hood Wright Park Recreation Center,DPR,Not Available,82.3,2.1,Not Available,139.1,4.8
2,2494,1,2003021,Mullaly Park Rink and Rec Center,DPR,Not Available,219.4,7.1,Not Available,165.5,5.8
2,2557,1,2003692,St. Mary's Recreation Center and Indoor Pool,DPR,Not Available,300.1,11.5,Not Available,212.5,8.6
2,2763,1,2109472,Hunt's Point Recreation Center,DPR,Not Available,289.6,9.9,Not Available,235.5,9.3
2,2788,1,2000000,Claremont Park Pool,DPR,Not Available,43.9,1.1,Not Available,33.9,0.9
2,2872,126,2824716,West Bronx Recreation Center,DPR,Not Available,168,5.8,Not Available,165,5.8
2,2941,101,2114529,Crotona Park Pool and Bathhouse,DPR,Not Available,195.2,6.9,Not Available,245.2,8.8
2,3176,1,2118325,St. James Park Recreation Center,DPR,Not Available,83.5,3.5,Not Available,94.7,3.9
2,3257,111,2015788,Kingsbridge Recreation Center,DPR,Not Available,143.8,3.8,Not Available,219.7,7.6
2,4333,1,2101004,Bronx Parks Headquarters and Shops - Ranaqua,DPR,33,278.3,11.3,44,247.2,10.3
2,5650,1,2097423,Orchard Beach Administration Building,DPR,1,408.4,12.4,2,387.8,12.1
2,5900,50,2112805,Arthur Ross Nursery,DPR,Not Available,91.2,2.4,Not Available,330.9,21.7
2,5900,9999,2000000,Van Cortlandt Park Pool,DPR,Not Available,70.5,1.8,Not Available,102.8,2.7
3,582,1,3008670,Red Hook Recreation Center,DPR,Not Available,238.8,6.2,Not Available,389,18.6
3,921,1,3337407,Sunset Park Recreation Center and Pool House,DPR,Not Available,443.8,16.3,Not Available,437.8,17.4
3,1117,1,3339260,Litchfield Villa,DPR,Not Available,184.4,4.8,22,335.5,17.2
3,1117,1,3347244,Prospect Park Maintenance Facility,DPR,Not Available,128.1,3.3,Not Available,316.4,16.4
3,1117,1,3339261,Prospect Park Zoo,DPR,Not Available,579.7,15.4,Not Available,574,15.3
3,1353,1,3393257,St. Johns Recreation Center,DPR,Not Available,434.9,17,Not Available,309.8,12.7
3,1779,27,3255870,Kosciusko Pool House,DPR,Not Available,194.3,6,Not Available,255.6,9.2
3,2366,4,3062457,Metropolitan Pool and Fitness Center,DPR,Not Available,302.7,9,Not Available,320,11.9
3,2687,1,3338037,McCarren Park Recreation Center,DPR,Not Available,8,0.2,Not Available,774.2,26.7
3,3570,1,3081931,Betsy Head Pool House,DPR,Not Available,175.3,4.5,Not Available,354.4,21.1
3,3868,2,3085992,Brownsville Recreation Center,DPR,Not Available,154.6,5.3,Not Available,204.6,7
3,7069,14,3329347,Poseidon Playground Maintenance Building,DPR,Not Available,116.8,3,Not Available,109.1,2.9
3,7073,101,3341513,Abe Stark Ice Rink,DPR,Not Available,405.2,13.5,Not Available,376.2,13.7
4,898,1,4532001,Astoria Park Pool House,DPR,Not Available,121.3,3.2,Not Available,128.1,3.4
4,1722,12,4042761,Louis Armstrong Recreation Center,DPR,Not Available,173.5,5.5,Not Available,241.3,7.8
4,1789,65,4000000,Worlds Fair Marina,DPR,Not Available,305.7,7.9,Not Available,340,9
4,2018,1,4854761,Al Oerter Recreation Center,DPR,Not Available,376,11.3,Not Available,398.8,13.3
4,2018,1,4462167,Flushing Meadows Corona Park Campus: FMCP Aquatic Center,DPR,Not Available,423.3,14.1,Not Available,439.1,14.9
4,2018,500,4865518,Olmsted Center,DPR,30,284.1,8.8,10,373.8,11.6
4,2077,50,4050408,Lost Battalion Hall Recreation Center,DPR,Not Available,135,4.6,Not Available,165.4,6.2
4,3866,70,4439147,Forest Park DPR Shops,DPR,Not Available,71.5,2.1,Not Available,106.2,3.8
4,7290,1,4156608,Cunningham Park Maintenance Building,DPR,Not Available,339.9,15.4,Not Available,378.2,17.5
4,12406,180,4268835,Roy Wilkins Recreation Center,DPR,Not Available,230.4,7.8,Not Available,270.6,10.3
4,15560,50,4298254,Sorrentino Recreation Center,DPR,Not Available,58.8,1.5,Not Available,143.7,7.6
5,319,1,5112422,Clove Lake Garage and Shops,DPR,Not Available,206.1,7.7,Not Available,325.6,15
5,319,1,5112428,Staten Island War Memorial Ice Rink,DPR,Not Available,1383,50.7,Not Available,660.4,19.8
5,487,112,5106798,Lyons Pool and Recreation Center,DPR,Not Available,181.9,6.4,Not Available,272.1,10.8
5,939,1,5112436,Greenbelt Conservancy Headquarters,DPR,Not Available,57.4,1.5,Not Available,112.2,5.7
5,2610,27,5127019,Greenbelt Native Plant Center,DPR,Not Available,408.8,18.2,Not Available,428.7,19.6
1,29,73,1000850,Administrative Offices,DSNY,36,273.1,9.1,61,206,7.8
1,241,13,1078939,Manhattan 3 District Garage,DSNY,Not Available,371,15.4,Not Available,399.4,17.4
1,274,6,1079605,Print Shop and Storage,DSNY,81,38.9,1.4,87,33.2,1.3
1,275,3,1079607,Manhattan 3B Garage,DSNY,Not Available,45.5,1.4,Not Available,45.1,1.4
1,670,50,1012267,Manhattan Borough Repair Shop,DSNY,Not Available,87,2.8,Not Available,226.2,7.4
1,675,39,1012275,Manhattan 6 District Garage (Leased),DSNY,Not Available,508.1,20.3,Not Available,579.8,24.4
1,676,3,1085462,Manhattan 6 Vehicle Storage and Fueling,DSNY,100,31,1.2,100,22.5,0.9
1,1104,1,1087609,"Manhattan 4, 4A, 7 District Garage; Salt",DSNY,Not Available,349.6,21.1,Not Available,949,42.4
1,1109,99,1076222,West 59th Street MTS,DSNY,Not Available,72,1.9,Not Available,71.7,1.9
1,1671,1,1052640,Manhattan 11 District Garage,DSNY,Not Available,55.1,1.4,Not Available,105.6,5.5
1,1772,31,1054433,Manhattan Lot Cleaning (Leased),DSNY,Not Available,129.2,4.1,Not Available,132.8,4.3
1,1779,1,1054511,Manhattan 10 District Garage (Leased),DSNY,Not Available,77.2,2,Not Available,197.9,11.1
1,2196,1,1064485,Manhattan 12 District Garage,DSNY,Not Available,140.2,3.9,Not Available,328.3,17.8
1,1169,26,1030885,Ladder Co. 25 and Division 3,FDNY,Not Available,299.3,10,Not Available,292.2,9.9
1,2212,1,1082036,Bronx 7 & Bronx 8 & Manhattan 8 District Garage Campus: Garage,DSNY,Not Available,243.6,9.8,Not Available,347,17
2,2352,28,2001102,Manhattan 9 District Garage (Leased),DSNY,Not Available,128.5,4.7,Not Available,230.6,11.5
2,2765,177,2006621,Bronx 2 District Garage (Leased),DSNY,Not Available,225.4,9.2,Not Available,231.8,9.7
2,2766,320,2006748,Citywide Transport Unit,DSNY,Not Available,48.7,1.3,Not Available,37.7,1
2,2871,77,2008640,Bronx 5 District Garage,DSNY,Not Available,76.6,2.1,Not Available,267.8,16.8
2,2904,34,2009477,Bronx 03 Section Station 1,DSNY,Not Available,14,0.4,Not Available,26.3,1.6
2,2953,21,2097277,"Bronx 6, 6A District Garage",DSNY,Not Available,236.6,9.4,Not Available,277.7,11.9
2,3015,49,2010954,Bronx 3A Broom Depot,DSNY,Not Available,136.1,3.5,Not Available,234.1,11.7
2,3015,58,2010955,"Section Station 92, Bronx Enforcement",DSNY,Not Available,64.1,1.7,Not Available,147.2,8.2
2,3047,50,2011508,Bronx Lot Cleaning,DSNY,Not Available,60.2,2.6,Not Available,68.9,3
2,3702,1,2094842,"Bronx 9, 10, 11 District Garages Campus: Bronx 11 Sanitation Garage",DSNY,Not Available,93.3,2.7,Not Available,212.5,10.8
2,3702,1,2094841,"Bronx 9, 10, 11 District Garages Campus: Bronx 9/10 Sanitation Garage",DSNY,Not Available,93.3,2.7,Not Available,212.5,10.8
2,4974,28,2090261,Bronx 12 District Garage,DSNY,Not Available,215.5,9.3,Not Available,233.6,10.3
3,335,1,3004232,Brooklyn 6A Broom Garage (Leased),DSNY,Not Available,236.2,10.3,Not Available,269.9,12.1
3,625,2,3336714,Hamilton Avenue Marine Transfer Station,DSNY,Not Available,Not Available,Not Available,Not Available,365,10.1
3,725,200,3347738,Brooklyn South 7 and 10 District Garage,DSNY,Not Available,334.1,8.7,Not Available,757.3,42
3,1020,1,3022747,Brooklyn South 6 District Garage,DSNY,Not Available,236.3,8.9,Not Available,164.8,6.6
3,1038,1,3023562,Brooklyn North 2 District Garage (Leased),DSNY,Not Available,234.4,8.8,Not Available,333.1,13.7
3,1336,18,3330693,Brooklyn North 8 District Garage,DSNY,Not Available,448.2,15.5,Not Available,264.7,10.6
3,2962,1,3070545,Brooklyn North 1 District & 4 District Garage,DSNY,Not Available,604.5,24.9,Not Available,339.6,13.5
3,2987,16,3070584,Brooklyn North 3 District Garage (Leased),DSNY,Not Available,264.1,10.3,Not Available,257.2,10.3
3,3871,1,3252759,Cioffe Borough Repair Shop,DSNY,Not Available,716.9,29.4,Not Available,673,28.6
3,4388,1,3097871,Brooklyn South 16 District Garage,DSNY,Not Available,150.4,4.4,Not Available,354.2,21.1
3,4555,1,3099064,Brooklyn Lot Cleaning and Salt Shed,DSNY,99,22.6,0.6,96,32.9,1.2
3,4562,1,3099068,Brooklyn North 5 District Garage (Leased),DSNY,Not Available,310.9,13.2,Not Available,287.2,12
3,4827,39,3327687,Brooklyn North 9 District Garage,DSNY,Not Available,341.8,12.6,Not Available,373.5,14.6
3,5494,89,3328495,Brooklyn South 12 District Garage,DSNY,Not Available,140.8,3.6,Not Available,249.9,11.2
3,5495,1,3130960,Brooklyn 12 District Garage Parking Lot,DSNY,Not Available,96.4,3.2,Not Available,317.1,14.6
3,6943,30,3378180,Brooklyn 11 District Garage; BK Boro Office; SW MTS,DSNY,Not Available,55.9,1.4,Not Available,130,7.3
3,7018,1,3188979,Brooklyn South 13 District Garage (Leased),DSNY,Not Available,82.5,2.1,Not Available,367.6,22.2
3,7893,52,3220944,Brooklyn South 15 District Garage - 49th St (Leased),DSNY,Not Available,730.6,34.6,Not Available,208.6,8.6
3,7918,145,3221978,Brooklyn South 14 District Garage (Leased),DSNY,Not Available,245.7,9.9,Not Available,215,9
3,8138,1,3256921,Brooklyn South 17 and 18 District Garage,DSNY,Not Available,244.3,10,Not Available,323.4,13.3
4,523,12,4005787,Queens West 1 District Garage,DSNY,Not Available,314.6,11.2,Not Available,449.2,18.4
4,2347,55,4054170,Queens Borough Repair Shop,DSNY,Not Available,246.8,7.8,Not Available,232.4,7.7
4,2361,268,4462505,"Queens West 2,3,4 District Garages; Central Repair Shop",DSNY,Not Available,424,17.3,Not Available,326.1,14.1
4,2600,1,4307983,Queens West 5 and 5A District Garages,DSNY,Not Available,351.2,14.5,Not Available,178.9,6.7
4,2611,447,4462340,Sanitation Police Enforcement,DSNY,Not Available,143,3.7,Not Available,243.5,11.7
4,4346,75,4802407,Queens 7/11 Garage and Boro Office,DSNY,Not Available,131.9,5.1,Not Available,199.4,8.6
4,4350,1,4850718,Queens 7/11 District Garage Annex,DSNY,Not Available,651.2,26.8,Not Available,718.6,30.9
4,7850,20,4445411,Queens East 11 District Garage,DSNY,Not Available,336.8,13.4,Not Available,355.7,14.4
4,9375,261,4196969,Queens West 9 District Garage (Leased),DSNY,Not Available,143.3,5.6,Not Available,151.8,5.8
4,11884,1,4257531,"Queens East 8,10,12 District Garage;12A Broom",DSNY,Not Available,345,14.8,Not Available,442.4,20.1
4,15001,73,4433112,Queens East 13 District Garage,DSNY,Not Available,198.3,7.9,Not Available,275.4,12.1
4,15980,2,4854048,Q14 District Garage,DSNY,Not Available,891.3,39.2,Not Available,744.8,32.7
5,34,1,5106487,Staten Island 1 District Garage,DSNY,Not Available,102.1,3,Not Available,202.9,11.9
5,504,49,5013317,Staten Island Lot Cleaning,DSNY,Not Available,372.3,15,Not Available,65.5,3.6
5,2520,1,5828489,Staten Island 2 District Garage,DSNY,Not Available,216.2,7.8,Not Available,183,6.9
5,2685,100,5141714,Plant 1: Tractor Shops,DSNY,Not Available,Not Available,Not Available,Not Available,297.3,16.7
5,5900,500,5130986,Alamo Building,DSNY,Not Available,Not Available,Not Available,Not Available,44.5,1.2
5,5900,500,5130986,Bucket Shop / Garage 3,DSNY,Not Available,235.9,6.1,Not Available,266.4,14.4
5,5900,500,5158123,Fresh Kills Landfill - Boro Repair Shop,DSNY,Not Available,167.4,4.3,Not Available,225.3,7.1
5,5900,500,5000000,SI 3 District Garage; RBS,DSNY,Not Available,16.2,0.8,Not Available,268.5,7.6
5,99999,1,5000000,Fresh Kills Landfill - MTS,DSNY,Not Available,4.9,0.1,Not Available,7,0.2
1,2,1,1000003,Battery Maritime Bldg-Ferry,EDC,Not Available,234.2,11.6,Not Available,9.3,0.2
1,353,44,1004297,Essex Bldg C/Market/120 Essex,EDC,Not Available,0,0,Not Available,290.4,11.6
1,991,50,1086214,The Skyport Facility,EDC,Not Available,0,0,Not Available,27.1,0.7
1,1109,30,1087587,Passenger Ship Terminal,EDC,Not Available,138.3,3.6,Not Available,173,4.6
1,1621,999,1088471,La Marqueta Retail Mkt./Bldg 4,EDC,Not Available,369.3,14.4,Not Available,372.6,13.1
1,2124,43,1087469,Audubon Building,EDC,99,83.5,3.1,Not Available,161,4.3
2,3073,13,2012125,Arthur Avenue Retail Market,EDC,Not Available,60.6,3.1,Not Available,266.7,13.8
3,50,2001,3336445,Brooklyn Cruise Terminal Pier 11,EDC,Not Available,265.4,8.4,Not Available,365.9,12.9
3,3106,20,3071521,Moore Street Market (Leased),EDC,Not Available,107.2,3.5,Not Available,216.1,7.3
1,150,25,1001647,"Engine Co. 7 at Ladder Co. 1, Batt. 1",FDNY,Not Available,166.7,5.6,Not Available,217.3,8
1,241,13,1805208,EMS 4,FDNY,Not Available,100.8,2.6,Not Available,84.5,2.2
1,495,7,1007523,Ladder Co. 20 and Medical and BFI Division,FDNY,Not Available,265.5,8.3,Not Available,272.7,9.3
1,531,49,1008526,Engine Co. 33 & Ladder Co. 9,FDNY,Not Available,233.3,8.5,Not Available,206.2,7.6
1,579,11,1009739,FDNY Museum,FDNY,Not Available,192.7,6.2,Not Available,176.8,6
1,794,64,1014723,"Engine Co. 3 at Ladder Co. 12, Batt. 7",FDNY,Not Available,160.4,5.5,Not Available,166,5.7
1,806,66,1015173,Engine Co. 1 and Ladder Co. 24,FDNY,Not Available,265.8,8.9,Not Available,253.1,8.6
1,1111,1,1000000,Manhattan Co.,FDNY,Not Available,877.5,22.7,Not Available,710.7,18.8
1,1402,29,1072190,"Engine Co. 39, Ladder Co. 16",FDNY,Not Available,402.5,15.8,Not Available,418.2,15.3
1,1660,30,1052473,Engine Co. 91,FDNY,Not Available,216.1,8.1,Not Available,211,8.2
1,1773,33,1054465,"Engine Co. 35 and Ladder Co. 14, Batt. 12",FDNY,Not Available,263.4,8.4,Not Available,308,10.7
1,1819,15,1089371,Fire Academy Randall's Island Campus: Fire Academy,FDNY,Not Available,196.5,5.1,Not Available,265.2,10.7
1,1966,61,1059547,Engine Co. 37 and Ladder Co. 40,FDNY,Not Available,332.7,11.4,Not Available,259.7,8.9
1,2028,51,1075491,"Engine Co. 69 and Ladder Co. 28, Batt. 16",FDNY,Not Available,267.3,7.7,Not Available,260.6,7.5
1,2071,27,1075504,Engine Co. 80 and Ladder Co. 23,FDNY,Not Available,45.7,1.3,Not Available,297,10.9
1,2120,46,1062872,Engine Co. 84 and Ladder Co. 34,FDNY,Not Available,236,8.4,Not Available,217.2,8.2
1,2155,30,1075518,"Engine Co. 93, Ladder Co. 45 and Batt. 13",FDNY,Not Available,206.7,7,Not Available,190,6.4
2,2306,52,2000656,"Engine Co. 60 and Ladder Co. 17, Batt. 14",FDNY,Not Available,226.6,7.5,Not Available,101.9,3.1
2,2377,1,2001400,"Engine Co. 71 and Ladder Co. 55, Division 6",FDNY,Not Available,275.7,9.7,Not Available,241.9,8.9
2,2388,45,2001584,"Engine Co. 50 and Ladder Co. 19, Batt. 26",FDNY,Not Available,234.7,7.7,Not Available,259.2,8.9
2,2450,40,2096490,"Engine Co. 92 and Ladder Co. 44, Batt. 17",FDNY,Not Available,350.9,11.8,Not Available,357.8,12.7
2,2514,56,2003268,Engine Co. 68 and Ladder 49,FDNY,Not Available,269.5,9,Not Available,284.9,10.3
2,2675,32,2094318,Engine Co. 73 and Ladder Co. 42,FDNY,Not Available,247.4,8.5,Not Available,302.7,10.4
2,2905,30,2117925,Rescue 3,FDNY,Not Available,146.3,4.8,Not Available,137,4.6
2,2909,40,2009541,"BX Boro Command, District Office and Communications",FDNY,Not Available,64.5,2.4,Not Available,68.3,2.5
2,3025,25,2011061,"Engine Co. 48 and Ladder Co. 56, Division 7",FDNY,Not Available,180.9,5.8,Not Available,156,5.3
2,3086,38,2086781,Engine Co. 88 and Ladder Co. 38,FDNY,Not Available,209.9,7.5,Not Available,184.9,6.9
2,3126,12,2013192,"Engine Co. 45 and Ladder Co. 58, Batt. 18",FDNY,Not Available,199,6.8,Not Available,208.4,7.2
2,3186,37,2816976,"Engine Co. 75 and Ladder Co. 33, Batt. 19",FDNY,Not Available,257.8,8.4,Not Available,233.7,7.8
2,3540,3,2094816,EMS 3,FDNY,Not Available,Not Available,Not Available,Not Available,260.7,9.8
2,4049,49,2043470,Engine Co. 90 and Ladder Co. 41,FDNY,Not Available,203.2,7.1,Not Available,234.1,8.6
2,4333,1,2101003,Bronx CO,FDNY,Not Available,1283,33.2,Not Available,1393.4,36.8
3,335,10,3004233,Communications Garage (Leased),FDNY,1,237.9,10.8,1,269.2,12.3
3,486,18,3008207,Engine Co. 279 and Ladder Co. 131,FDNY,Not Available,254.2,9.1,Not Available,287.2,10.4
3,799,5,3013535,"Engine Co. 201 and Ladder 114, Batt. 40",FDNY,Not Available,201.3,6.9,Not Available,133.9,3.6
3,1136,11,3027813,Engine Co. 219 and Ladder Co. 105,FDNY,Not Available,Not Available,Not Available,Not Available,265,9.2
3,1183,51,3029669,Brooklyn CO,FDNY,Not Available,637.6,16.5,Not Available,802,21.2
3,1384,8,3037055,"Engine Co. 234 and Ladder Co. 123, Batt. 38",FDNY,Not Available,282.6,9.4,Not Available,270.9,9.5
3,1512,1,3040990,Engine Co. 233 and Ladder Co. 176,FDNY,Not Available,244.3,7.7,Not Available,251.9,8.3
3,2047,11,3058187,Fire Headquarters (Leased),FDNY,30,323.6,8.4,36,297.8,7.9
3,2203,16,3060298,Engine Co. 211 & Ladder Co. 119,FDNY,Not Available,273,10.8,Not Available,264.4,11.2
3,2368,12,3391565,Greenpoint EMT Station,FDNY,Not Available,Not Available,Not Available,Not Available,236,9.4
3,2560,50,3064786,Engine Co. 238 and Ladder Co. 106,FDNY,Not Available,304.5,10.8,Not Available,255,8.9
3,2722,28,3067898,Engine Co. 229 and Ladder Co. 146,FDNY,Not Available,176.5,6,Not Available,179,6
3,2929,53,3070506,Engine Co. 206,FDNY,Not Available,183.4,6.7,Not Available,179.5,6.8
3,3281,22,3074885,"Engine Co. 271 and Ladder Co. 124, Batt. 28",FDNY,Not Available,211.2,7.4,Not Available,205.3,7.6
3,3343,29,3076461,Engine Co. 277 and Ladder Co. 112,FDNY,Not Available,268.5,8.7,Not Available,381.1,13
3,3580,20,3081953,Engine Co. 283 and Division 15,FDNY,Not Available,235.6,9.1,Not Available,247.7,8.9
3,3691,1,3083579,Engine Co. 332 & Ladder Co. 175,FDNY,Not Available,Not Available,Not Available,Not Available,316.6,10.9
3,5155,4,3118638,Engine Co. 281 and Ladder Co. 147,FDNY,Not Available,253.1,8.7,Not Available,241.3,8.8
3,5597,44,3135859,Engine Co. 282 and Ladder Co. 148,FDNY,Not Available,230.1,7.8,Not Available,214.1,7.4
3,6254,53,3161800,Engine Co. 284 and Ladder Co. 149,FDNY,Not Available,244.2,9,Not Available,225.6,8.5
3,6777,64,3182420,"Engine Co. 276 and Ladder Co. 156, Batt. 33",FDNY,Not Available,247.4,8.3,Not Available,225.3,7.9
3,7918,114,3221976,EMS 58 (Leased),FDNY,Not Available,269.3,10.2,Not Available,270.8,10.4
4,46,34,4000333,Engine Co 258 and Ladder Co. 115,FDNY,Not Available,254.2,8.4,Not Available,122.8,4.3
4,254,1,4003451,Transportation Repair Shop,FDNY,Not Available,306.9,9.5,Not Available,424.9,16.1
4,295,45,4307187,FDNY Fleet Services (Leased),FDNY,Not Available,246.9,10.1,Not Available,211.8,8.8
4,307,29,4003673,"Engine Co. 259 and Ladder Co. 128, Batt. 45",FDNY,Not Available,223.1,8,Not Available,360.5,11.7
4,2573,124,4058923,EMS Stock,FDNY,Not Available,179.5,5.2,Not Available,63.2,2.6
4,3866,70,4094697,Queens CO,FDNY,Not Available,1560,40.4,Not Available,1790.8,50.4
4,5559,25,4529057,"Engine Co. 264 and Ladder Co. 134, Engine Co. 328",FDNY,Not Available,196.3,6.8,Not Available,211.2,7.5
4,5917,1,4539863,Fort Totten Campus: Fort Totten,FDNY,Not Available,71.7,2,Not Available,132.7,6.2
4,9121,11,4438526,Engine Co. 285 and Ladder Co. 142 (Leased),FDNY,Not Available,249.2,8.9,Not Available,250.4,9.2
4,10464,25,4222434,Engine Co. 301 and Ladder Co. 150,FDNY,Not Available,233.7,8.1,Not Available,217.2,7.5
4,15926,44,4302052,"Engine Co. 265 and Ladder 121, Batt. 47, EMS 47",FDNY,Not Available,300.1,10.6,Not Available,260.6,9.5
4,16127,1,4439014,Engine Co. 266,FDNY,Not Available,153.5,5.5,Not Available,153.9,5.6
4,16212,17,4304442,Engine Co. 268 and Ladder Co. 137,FDNY,Not Available,194.3,7.2,Not Available,200.1,7.5
5,319,1,5112427,Staten Island CO,FDNY,Not Available,954.8,24.7,Not Available,1222.7,32.3
5,2665,25,5041882,Engine Co. 154 Communications Garage,FDNY,Not Available,261,8.6,Not Available,223.9,7.5
5,3153,38,5046179,"Engine Co. 160 and Rescue 5, Division 8",FDNY,Not Available,238.2,7.7,Not Available,254.9,9.4
5,7067,252,5851738,Engine Co. 168,FDNY,Not Available,198,6.7,Not Available,171.1,5.9
1,776,40,1014236,"Fashion Institute of Technology (SUNY FIT), Bldg E, Shirley Goodman Resource Center",FIT,Not Available,276.4,10.6,Not Available,296.7,10.6
1,777,1,1014250,"Fashion Institute of Technology (SUNY FIT), Bldg A, The David Dubinsky Student Center",FIT,Not Available,359.8,16.7,Not Available,380.5,15.2
1,777,1,1014250,"Fashion Institute of Technology (SUNY FIT), Bldg B, Business and Liberal Arts Center",FIT,Not Available,355.7,16.4,Not Available,376.4,15
1,777,18,1014251,"Fashion Institute of Technology (SUNY FIT), Bldg C, Marvin Feldman Center",FIT,Not Available,355.7,16.5,Not Available,376.5,15
1,777,37,1014252,"Fashion Institute of Technology (SUNY FIT), Bldg D, Fred P. Pomerantz Art and Design Center",FIT,Not Available,355.2,16.4,Not Available,376,15
1,270,32,1003224,Gouverneur Health Care Services,HHC,Not Available,506.4,28,Not Available,578.6,22
1,962,100,1087295,Bellevue Hospital Center Campus: Ambulatory Care Building,HHC,35,471.8,20.9,36,430.3,16.4
1,962,100,1086515,Bellevue Hospital Center Campus: Center,HHC,35,471.8,20.9,36,430.3,16.4
1,1373,20,1085548,Coler-Goldwater Hospital Campus: Hospital,HHC,55,426.1,22.6,100,210.6,12.2
1,1373,50,1040750,Coler-Goldwater Hospital Campus: Coler Campus,HHC,55,426.1,22.6,100,210.6,12.2
1,1669,1,1083929,Metropolitan Hospital Center Campus: Center,HHC,100,205.1,5.3,81,352.1,17.3
1,1733,1,1053899,Harlem Hospital Center Campus: Luther King Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
1,1734,1,1082167,Harlem Hospital Center Campus: Kountz Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
1,1734,1,1082172,Harlem Hospital Center Campus: Ronald H. Brown Ambulatory Care Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
1,1734,1,1082170,Harlem Hospital Center Campus: Women's Pavilion,HHC,52,433.2,15.5,2,616.8,23.3
1,1747,35,1077376,Henry J. Carter Hospital,HHC,Not Available,Not Available,Not Available,90,338.5,10.9
1,1747,70,1088883,Henry J. Carter Hospital - Skilled Nursing Facility,HHC,Not Available,Not Available,Not Available,94,335.6,10.4
1,1901,29,1057405,Lenox Avenue Health Center,HHC,3,379.6,14.2,70,143.9,4.7
1,1923,53,1058399,Sydenham Health Center,HHC,Not Available,Not Available,Not Available,Not Available,274.2,11.4
1,2060,1,1061339,Lower Washington Heights NFCC Clinic,HHC,16,371.2,13.5,11,378.9,14.2
2,2269,21,2090354,Segundo Ruiz Belvis Diagnostic and Treatment Center,HHC,48,268.2,9.2,37,279.4,10
2,2303,58,2000645,Lincoln Detox Center Clinic (Substance Abuse Division),HHC,68,171.5,6.5,100,16.5,0.7
2,2335,16,2097050,Lincoln Medical and Mental Health Center,HHC,87,341.1,11.4,89,324.2,11.1
2,2489,60,2003015,Morrisania DTC Center,HHC,40,305.5,9,26,317.7,10.4
2,3327,200,2017787,North Central Bronx Hospital,HHC,50,442,15.5,40,452.5,16.6
2,4205,1,2097550,Jacobi Medical Center Campus: Jacobi Medical Center,HHC,82,358.3,12.5,85,335.1,12
2,4205,1,2097551,Jacobi Medical Center Campus: Jacobi Medical Center Staff Residence,HHC,82,358.3,12.5,85,335.1,12
3,1723,1,3048341,Woodhull Medical and Mental Health Center,HHC,38,467.8,15.9,35,462.6,16.3
3,1751,25,3329636,Bedford Stuyvesant Alcohol Treatment Center,HHC,23,273.7,8.8,17,269.6,8.7
3,2039,101,3251647,Cumberland Diagnostic and Treatment Center,HHC,59,294.4,7.6,11,497.3,22.7
3,3738,15,3083929,East New York Diagnostic & Treatment Center,HHC,24,323.6,11.8,26,303.1,11.1
3,4812,1,3327674,Dr. Susan Smity McKinney Nursing and Rehabilitation Center,HHC,Not Available,271.7,7,Not Available,262,6.9
