Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*
3,4812,1,3327674,Kings County Hospital Campus: Building K-5,HHC,32,470.4,17.7,7,672,25.7
3,4812,1,3327681,Kings County Hospital Campus: Central Laundry,HHC,32,470.4,17.7,7,672,25.7
3,4812,1,3329549,Kings County Hospital Campus: Food Service,HHC,32,470.4,17.7,7,672,25.7
3,4812,1,3329549,Kings County Hospital Campus: Hospital Support Office,HHC,32,470.4,17.7,7,672,25.7
3,4829,1,3327720,Kings County Hospital Campus: Bldg Z - Powerhouse,HHC,32,470.4,17.7,7,672,25.7
3,4829,1,3327711,"Kings County Hospital Campus: Buildings A, B, C",HHC,32,470.4,17.7,7,672,25.7
3,4829,1,3327725,Kings County Hospital Campus: Buildings T,HHC,32,470.4,17.7,7,672,25.7
3,4829,1,3327718,Kings County Hospital Campus: Kings County Hospital Building R,HHC,32,470.4,17.7,7,672,25.7
3,4829,2,3396539,Kings County Hospital Campus: Kings County Hospital Parking Garage,HHC,32,470.4,17.7,7,672,25.7
3,7239,1,3337274,Coney Island Hospital,HHC,100,220,5.7,88,330.4,11.8
4,1497,1,4037028,Elmhurst Hospital Center Campus: Hope Pavilion,HHC,93,317.4,10.3,84,343.2,13.3
4,1500,2,4437132,Elmhurst Hospital Center Campus: Center,HHC,93,317.4,10.3,84,343.2,13.3
4,1500,2,4543852,Elmhurst Hospital Center Campus: Parking Garage,HHC,93,317.4,10.3,84,343.2,13.3
4,1500,2,4539651,Elmhurst Hospital Center Campus: Women's Health Pavilion,HHC,93,317.4,10.3,84,343.2,13.3
4,6858,1,4442433,Queens Hospital Center Campus: Center,HHC,79,363.6,12.3,60,403.6,15.3
5,955,75,5113197,Sea View Hospital Rehabilitation Center,HHC,Not Available,156.9,6.3,Not Available,117.2,4.4
3,4461,1,3098536,701 Euclid Ave Office,HPD,58,177.3,5.2,59,175.7,5.5
1,70,32,1001134,Office HRA Commissioner and Program Adm (Leased),HRA,15,392.9,15,12,412.1,14.1
1,177,2,1001971,Offices Support Services and Fraud Investigation(Leased),HRA,46,271.3,7,46,269.5,7.1
1,577,34,1009716,Office HASA Services and FIA Food Stamps (Leased),HRA,31,297.1,8.7,31,295.8,8.5
1,698,1,1012389,Office MICSA and Trades Support Services (Leased),HRA,88,148.6,3.9,88,146.5,3.9
1,779,75,1014306,Office HASA/MICSA/APS Social Services (Leased),HRA,66,191.9,5,65,190.7,5
1,872,13,1017821,"FIA, MICSA Social Services Office (Leased)",HRA,64,220.9,7.2,82,170.1,5.6
1,1808,8,1054888,East Harlem Multi Service Center,HRA,99,72.4,1.9,100,50.3,1.4
1,1911,43,1057874,Help Harbor Transitional Housing Site II,HRA,Not Available,99.2,3.7,Not Available,115.3,4.5
1,1912,12,1057904,Help Harbor Transitional Housing Site I,HRA,Not Available,172.7,6.4,Not Available,155.3,6.2
1,1988,53,1059778,Offices Home Care and HASA services (Leased),HRA,35,249.6,7.7,41,230.7,7.7
1,2213,1,1064513,Dyckman Job Center (Leased),HRA,11,368.1,10.7,21,309.1,9.3
2,2340,72,2000978,Rider Job Center #38 (Leased),HRA,65,191.4,5.1,60,201.7,6.6
2,2643,1,2004558,Hunt Point Multi Service Center,HRA,24,276.2,8.1,24,275,8.9
2,2758,6,2006302,New Day Family Residence I,HRA,Not Available,35.5,1.4,Not Available,157.9,6.5
2,2758,36,2006311,New Day Family Residence II,HRA,Not Available,85.8,3.3,Not Available,161.6,6.6
2,3060,32,2011826,Crotona Job Center #41 Offices (Leased),HRA,61,210.7,5.5,49,238.4,8.1
2,3293,8,2016777,Fordham Model Office (Leased),HRA,40,236.5,7.6,50,211.8,7
2,3770,80,2025026,Adult Protective Services Offices (Leased),HRA,22,249.6,7.4,32,218.9,6.8
3,174,13,3000601,MICSA/HASA Office (Leased),HRA,57,197.6,5.1,72,164,4.3
3,174,18,3000602,FIA/OCP Offices (Leased),HRA,59,196.5,5.1,58,196.1,5.2
3,197,28,3335918,Greenwood Job Center (Leased),HRA,68,191.9,5,84,147.8,3.9
3,928,1,3018375,MICSA/Medical Assistance Program Offices (Leased),HRA,55,189.9,5.6,65,167.8,5.3
3,1548,19,3042090,Bedford Multi Service Center,HRA,99,84,2.3,100,69.5,1.8
3,1941,20,3055395,DeKalb Job Center #64 Offices (Leased),HRA,12,355.9,12.1,21,306.4,10
3,2276,12,3061504,Bushwick Job Center (Flushing) (Leased),HRA,60,203.1,6,62,196.9,6
3,3444,22,3080067,Bushwick Multi Service Center,HRA,26,218.2,8.6,32,200,8.3
3,3496,4,3080726,Brownsville Multi Service Center,HRA,69,168.7,6,72,160.4,5.7
3,5854,36,3144669,Bayridge Job Center #70 Offices (Leased),HRA,58,203.5,6.2,68,178,5.9
4,12200,52,4264631,South Jamaica MAC,HRA,28,240.8,7.7,60,168.3,5.8
4,15900,8,4301932,Rockaway Job Center FS42 MICSA (Leased),HRA,9,319.8,9.2,12,297.8,9
5,497,1,5013236,"MICSA,APS Offices(Leased)",HRA,19,256.1,7.9,16,263.8,8.8
1,119,1,1079143,NYPD Police Headquarters,NYPD,36,299.2,9.5,25,338.8,10.4
1,190,33,1002168,Precinct,NYPD,Not Available,242.2,8.4,Not Available,248.6,9
1,201,20,1066496,Precinct,NYPD,Not Available,103.2,3.6,Not Available,114.1,4.1
1,241,13,1079600,MS Narcotics,NYPD,100,19.6,0.7,Not Available,66.7,2.3
1,342,60,1004078,Precinct,NYPD,Not Available,196.7,5.1,Not Available,272.2,11
1,447,47,1006254,Precinct,NYPD,Not Available,292.6,9,Not Available,304.1,9
1,563,19,1009128,Property Clerk & Youth Aid,NYPD,77,149.9,5.8,81,139.6,5.2
1,620,33,1011192,Precinct,NYPD,Not Available,334.2,11.7,Not Available,287.3,10.2
1,759,8,1013564,Precinct,NYPD,Not Available,295.4,9.9,Not Available,306.2,10.8
1,769,55,1013994,Precinct,NYPD,Not Available,141.1,3.7,Not Available,181,8.4
1,805,82,1015151,Parking Enforcement Division,NYPD,89,118.1,3.3,56,192.6,9.2
1,901,6,1019613,Precinct,NYPD,Not Available,200.8,8.1,Not Available,231,8.6
1,1044,38,1082822,Precinct,NYPD,Not Available,303.7,9.7,Not Available,236.3,8.3
1,1070,44,1026909,MSTF,NYPD,41,211.6,7.2,32,230.2,7.8
1,1111,1,1083819,Precinct,NYPD,Not Available,367.4,10.3,Not Available,598.9,17.5
1,1212,38,1032028,Precinct,NYPD,Not Available,337.4,11.9,Not Available,347.9,12.8
1,1402,25,1042471,Precinct,NYPD,Not Available,398.2,15.7,Not Available,413.8,15.2
1,1767,62,1054360,Precinct,NYPD,Not Available,173.2,5.9,Not Available,174.4,6.1
1,1819,203,1085920,Randall's Island Street Crime Unit,NYPD,56,183.9,4.8,18,281.3,11.9
1,1855,5,1055910,Precinct,NYPD,Not Available,202.2,5.7,Not Available,257.9,10.3
1,1940,48,1075467,Precinct,NYPD,Not Available,187.1,5,Not Available,264.8,11
1,1949,29,1059240,Precinct,NYPD,Not Available,189.6,5,Not Available,248,10.4
1,1982,38,1076682,Precinct,NYPD,Not Available,216.3,5.8,Not Available,326.1,14.9
1,2066,9,1081826,Precinct,NYPD,Not Available,265.2,9,Not Available,202.6,6.9
1,2112,10,1086200,Precinct,NYPD,Not Available,312.9,10.1,Not Available,386.5,12.8
1,2134,218,1087614,Shop 9,NYPD,Not Available,252.4,8.3,Not Available,225.5,8.5
1,2180,108,1064415,Precinct,NYPD,Not Available,326.5,10,Not Available,259.1,8.2
2,2314,30,2000700,Precinct,NYPD,Not Available,445.8,14.3,Not Available,449.2,15.4
2,2365,1,2001194,Precinct,NYPD,Not Available,142.4,3.9,Not Available,205.2,9.1
2,2489,77,2003017,Precinct,NYPD,Not Available,363.8,12.7,Not Available,343.7,11.6
2,2530,21,2003522,Precinct,NYPD,91,100.5,2.7,21,258.8,14
2,2727,17,2005802,Precinct,NYPD,Not Available,427,13.2,Not Available,502.4,16.6
2,2732,1,2090437,Precinct,NYPD,Not Available,228.1,6.9,Not Available,233.7,7.7
2,2907,10,2009509,Precinct,NYPD,Not Available,265.1,8.4,Not Available,264.1,8.9
2,3149,90,2013535,Precinct,NYPD,Not Available,206.5,6.7,Not Available,213.6,7.3
2,3325,5,2017718,Precinct,NYPD,Not Available,312,8.3,Not Available,423.5,17.4
2,3660,3,2022630,Precinct,NYPD,Not Available,326.3,11,Not Available,319.7,11.5
2,4015,1,2097533,Transit District 12,NYPD,Not Available,458.4,12.7,Not Available,402.4,11.4
2,4205,1,2097543,Precinct,NYPD,Not Available,247,8,Not Available,192,5.6
2,4876,1,2065163,Precinct,NYPD,Not Available,243.9,8,Not Available,218.2,7.5
2,5101,12,2071627,Property Clerk,NYPD,62,218.3,6.6,59,219,6.6
2,5531,40,2097742,Precinct,NYPD,Not Available,137.6,3.7,Not Available,185,8
2,5760,134,2087576,Precinct,NYPD,Not Available,278.7,9.4,Not Available,243.8,8
3,35,21,3335858,Service Shop #1,NYPD,31,96.5,3.3,Not Available,150.9,5.9
3,134,6,3000252,Precinct,NYPD,Not Available,318.9,10.7,Not Available,287.7,9.9
3,337,27,3004301,Precinct,NYPD,Not Available,372.2,11.8,Not Available,355.7,11.8
3,644,1,3336825,Marine Terminal Storage,NYPD,100,0.2,0,Not Available,6.7,0.2
3,668,29,3009843,Precinct,NYPD,Not Available,179.6,6,Not Available,194.3,6.9
3,717,61,3010669,42nd Street Warehouse,NYPD,13,123,4.8,6,154.9,6.1
3,724,1,3010833,Applicant Processing Division,NYPD,24,285.8,9.8,14,329,11.5
3,1136,1,3027810,Precinct,NYPD,Not Available,274,10.6,Not Available,284.4,11.4
3,1162,1,3028914,Precinct,NYPD,5,329.8,10.7,2,390.1,13.1
3,1310,1,3034563,Precinct,NYPD,Not Available,342.8,10.8,Not Available,341.6,11.1
3,1355,1,3035883,Precinct,NYPD,Not Available,260,8.8,Not Available,245.6,8.4
3,1633,39,3044596,Precinct,NYPD,Not Available,187.2,5.9,Not Available,290.5,9.2
3,1800,3,3050453,Precinct,NYPD,Not Available,262.6,9.3,Not Available,247.2,8.6
3,1933,121,3055379,Precinct,NYPD,Not Available,219.3,7.4,Not Available,235.1,9.2
3,2465,100,3063633,Precinct,NYPD,Not Available,415.4,13.6,Not Available,338.6,11
3,2619,3,3065579,Precinct,NYPD,Not Available,371.2,11.7,Not Available,319.9,12.3
3,3246,5,3073816,Command,NYPD,Not Available,Not Available,Not Available,1,576.9,18.3
3,3307,22,3326387,Precinct,NYPD,Not Available,255.6,8.3,Not Available,286.8,9
3,3497,2,3080735,Precinct,NYPD,Not Available,282.5,9.7,Not Available,279.7,9.7
3,3687,1,3083515,Facilities Management Division,NYPD,Not Available,Not Available,Not Available,99,61.4,1.6
3,3698,32,3083636,Brooklyn North Narcotics,NYPD,34,261.8,8.5,33,261.7,8.8
3,4051,16,3089813,Precinct,NYPD,Not Available,330.7,10.5,Not Available,401.7,13.9
3,4685,24,3327591,Traffic Office and Warehouse,NYPD,83,121.6,3.8,28,235.7,9.8
3,5051,1,3256655,BSTF,NYPD,5,344.9,12.1,1,421,15.2
3,5111,24,3117400,Precinct,NYPD,Not Available,253.3,7.9,Not Available,258.3,8.2
3,5423,21,3127902,Precinct,NYPD,Not Available,313.6,10,Not Available,309.7,10.2
3,5778,1,3257058,Harbor Unit Charlie,NYPD,1,451,13.6,Not Available,411.7,12.6
3,5817,55,3144156,Precinct,NYPD,Not Available,267.8,9.9,Not Available,263.3,9.7
3,6406,45,3167815,Precinct,NYPD,Not Available,208.1,7.4,Not Available,179.2,6.2
3,7226,62,3196054,Command,NYPD,5,433,11.3,18,310.6,9
3,7261,150,3196377,MTD Troop E,NYPD,55,158,6.9,44,176.4,9.8
3,7279,290,3196591,Precinct,NYPD,Not Available,371.4,12.4,Not Available,294,11.2
3,7371,52,3200556,Precinct,NYPD,Not Available,354.4,11.8,Not Available,383.7,13.6
3,7599,67,3207376,Precinct,NYPD,Not Available,238.7,8,Not Available,228.7,7.6
3,8147,26,3229075,Precinct,NYPD,Not Available,389.8,12.5,Not Available,362.2,12.7
3,8591,75,3242371,NYPD Warehouse,NYPD,1,531.4,14.2,1,258.3,12.7
4,32,6,4000126,Precinct,NYPD,Not Available,368.6,13.4,Not Available,505.6,24.3
4,98,9,4436638,Property Clerk,NYPD,96,95.1,3.9,100,64.8,1.7
4,98,11,4436642,Prop Clerk Warehouse,NYPD,48,79.3,2.7,5,185.2,10.5
4,632,30,4009361,Precinct,NYPD,Not Available,272.3,8.1,Not Available,255.2,8.4
4,1422,34,4034862,Precinct,NYPD,Not Available,222.9,6.8,Not Available,235.4,8.1
4,1592,72,4445296,Precinct,NYPD,Not Available,285.5,9.4,Not Available,298.5,10.1
4,2344,30,4054168,Building Maintenance/Quartermaster,NYPD,1,2464.3,116.4,3,522.1,20
4,2361,150,4054276,Central Motor Repair Shop,NYPD,Not Available,287.7,7.7,Not Available,225.7,6.2
4,3234,22,4077446,Precinct,NYPD,Not Available,425,13.7,Not Available,387.1,12.4
4,3632,1,4088186,Precinct,NYPD,Not Available,217.2,7,Not Available,247,9.1
4,4044,1,4097874,Harbor Unit Launch,NYPD,Not Available,113.4,4.9,Not Available,136.8,6.4
4,4045,1,4097877,Queens Auto Crime,NYPD,66,183.5,5.2,42,237.8,6.8
4,4327,1,4537931,Police Academy,NYPD,Not Available,Not Available,Not Available,Not Available,742.4,25.1
4,4382,1,4000000,College Point Tow Pound,NYPD,Not Available,Not Available,Not Available,Not Available,133.1,4.8
4,4977,39,4112351,Flushing Armory,NYPD,Not Available,110.3,3.8,Not Available,176.5,9.1
4,5011,6,4113348,Precinct,NYPD,Not Available,173,5.2,Not Available,201.3,6.9
4,6797,40,4454260,Precinct,NYPD,Not Available,Not Available,Not Available,Not Available,529.6,17.2
4,7333,221,4157390,Precinct,NYPD,Not Available,303.3,10.3,Not Available,228.3,8.3
4,9327,21,4195880,Precinct,NYPD,Not Available,385.6,12.2,Not Available,351.5,11.1
4,9505,61,4201325,Precinct,NYPD,Not Available,269.4,8.9,Not Available,315,11.5
4,9799,27,4525758,Precinct,NYPD,Not Available,227.4,7.5,Not Available,241.1,8.5
4,10092,1,4215602,Parking Garage,NYPD,Not Available,38.5,1,Not Available,37.8,1
4,10092,6,4215603,NYPD Police Laboratory,NYPD,Not Available,611.2,21.4,Not Available,596.7,20.7
4,10523,69,4467695,Highway District #3,NYPD,Not Available,135.5,5,Not Available,185.7,8.3
4,10737,1,4230132,Precinct,NYPD,Not Available,272.8,9.6,Not Available,237.7,9.4
4,12495,45,4270044,Precinct,NYPD,Not Available,477.7,16.7,Not Available,491.2,17.3
4,13265,30,4518258,Queens South Task Force,NYPD,3,384.4,12.4,2,412.2,13.1
4,15557,4,4298231,Precinct,NYPD,Not Available,225.5,7.9,Not Available,268.8,10.4
5,9,28,5106476,Precinct,NYPD,Not Available,547.4,19.8,Not Available,416.6,15.3
5,1704,1,5000000,Precinct,NYPD,Not Available,Not Available,Not Available,Not Available,372.4,11.1
5,3906,1,5107580,Precinct,NYPD,Not Available,246.5,8,Not Available,271.2,9.2
1,16,7516,1087518,Battery Park City Branch,NYPL,Not Available,182.2,4.7,Not Available,181.7,4.8
1,280,44,1003425,Chatham Square Branch Library,NYPL,Not Available,243.4,8.2,Not Available,205.1,6.6
1,311,31,1004053,Seward Park Branch Library,NYPL,Not Available,231.7,7.6,Not Available,254.9,8.4
1,404,39,1005147,Tompkins Square Branch Library,NYPL,Not Available,156.7,4.8,Not Available,157,5.2
1,582,18,1009760,Hudson Park Branch Library,NYPL,Not Available,134.1,4.1,Not Available,145.3,4.7
1,606,1,1082668,Jefferson Market Branch Library,NYPL,Not Available,210.8,6.9,Not Available,212,7.2
1,773,38,1014150,Muhlenberg Branch Library,NYPL,Not Available,227.4,7.2,Not Available,244.7,8.1
1,869,74,1017602,Mid-Manhattan Library (Leased),NYPL,Not Available,499.6,25.2,Not Available,623.6,26.9
1,903,46,1019661,Epiphany Branch Library,NYPL,Not Available,174.2,5.5,Not Available,174.3,6
1,1060,63,1026706,Columbus Branch Library,NYPL,Not Available,202,6.3,Not Available,192.6,6.6
1,1134,25,1028832,The Library for the Performing Arts,NYPL,Not Available,348.5,9,Not Available,307.7,8.1
1,1229,31,1032683,St. Agnes Branch Library,NYPL,Not Available,198.1,6.4,Not Available,170.8,5.8
1,1257,1,1034194,Central Library - Stephen A. Schwartzman Building,NYPL,Not Available,214.1,7.6,Not Available,244.5,7.8
1,1433,37,1044180,Yorkville Branch Library,NYPL,Not Available,142.3,4.6,Not Available,146.1,4.9
1,1441,38,1044749,67th Street Branch Library,NYPL,Not Available,172.7,5.6,Not Available,171.7,5.8
1,1472,28,1045991,Webster Branch Library,NYPL,Not Available,211.4,7.1,Not Available,207.6,7.5
1,1524,64,1048501,96th Street Branch Library,NYPL,Not Available,205.9,6.7,Not Available,197.3,6.8
1,1637,141,1052167,Aguilar Branch Library,NYPL,Not Available,291.3,9.1,Not Available,254.8,8.3
1,1722,30,1053460,Harlem Branch Library,NYPL,Not Available,217.6,6.9,Not Available,228.8,7.9
1,1789,37,1054674,125th Street Branch Library,NYPL,Not Available,117.6,4.4,Not Available,118.1,3.6
1,1831,26,1055236,115th Street Branch Library,NYPL,Not Available,186.4,6.5,Not Available,177.8,6.5
1,1920,26,1058275,Countee Cullen Branch Library,NYPL,Not Available,304.9,13.1,Not Available,388.6,17.1
1,1920,29,1058276,Schomburg Black History Library (Old Building),NYPL,Not Available,282.1,7.3,Not Available,326.8,8.6
1,1920,29,1058276,Schomburg Center/Research in Black Culture (New),NYPL,Not Available,43.6,1.1,Not Available,33.1,0.9
1,1980,22,1059688,George Bruce Branch Library,NYPL,Not Available,160.8,5.6,Not Available,188.9,6.6
1,2077,26,1061938,Hamilton Grange Branch Library,NYPL,Not Available,155.7,5.1,Not Available,185.3,6.4
1,2109,55,1062551,Washington Heights Branch Library,NYPL,Not Available,129.5,5,Not Available,161.2,6.3
1,2153,53,1063632,Fort Washington Branch Library,NYPL,Not Available,235.5,8.2,Not Available,230.8,8.5
1,2233,13,1064894,Inwood Branch Library,NYPL,Not Available,181.1,5.9,Not Available,175.9,5.9
2,2315,18,2000744,Mott Haven Branch Library,NYPL,Not Available,264.4,7.8,Not Available,257.8,7.9
2,2510,27,2003163,High Bridge Branch Library,NYPL,Not Available,242.7,8.6,Not Available,204,7.3
2,2615,23,2004303,Morrisania Branch Library,NYPL,Not Available,150.3,5.1,Not Available,180.2,6.5
2,2657,30,2004700,Woodstock Branch Library,NYPL,Not Available,167.3,5,Not Available,160.8,5.3
2,2722,63,2005755,Hunt's Point Branch Library,NYPL,Not Available,212.3,7.3,Not Available,181.3,7.2
2,2824,34,2007870,Grand Concourse Branch Library,NYPL,Not Available,191.3,6.2,Not Available,170.3,5.7
2,2918,1,2009573,Tremont Branch Library,NYPL,Not Available,284.2,10.1,Not Available,293.2,10.4
2,3073,20,2012129,Belmont Branch Library,NYPL,Not Available,204.5,6.7,Not Available,181.2,6.1
2,3123,61,2013151,West Farms Branch Library,NYPL,Not Available,229.8,7.3,Not Available,209.8,6.9
2,3154,83,2116006,Bronx Library Center (Leased),NYPL,Not Available,668.2,17.9,Not Available,320.2,9.1
2,3211,5,2014579,Francis Martin Branch Library,NYPL,Not Available,167.6,5.7,Not Available,161.3,5.7
2,3341,76,2018123,Mosholu Branch Library,NYPL,Not Available,198.2,6.5,Not Available,196.1,6.7
2,3558,14,2021838,Soundview Branch Library,NYPL,Not Available,292.9,9.6,Not Available,246.5,7.9
2,3930,59,2028890,Parkchester Branch Library,NYPL,Not Available,280,8.7,Not Available,234.9,7.4
2,4126,40,2045398,Morris Park Branch Library,NYPL,Not Available,79.5,2.3,Not Available,63.8,2
2,4513,16,2053752,Allerton Branch Library,NYPL,Not Available,210,7.4,Not Available,178.6,6.2
2,4832,20,2063175,Wakefield Branch Library,NYPL,Not Available,161,5.5,Not Available,221.1,9.3
2,5713,123,2119474,Kingsbridge Library,NYPL,Not Available,33.6,0.9,Not Available,349.2,11
4,275,7501,4003522,Library Services Center (Leased),NYPL,21,347.1,10.8,14,382.4,12.2
5,5,74,5000030,St. George Library Center,NYPL,Not Available,206.1,6.6,Not Available,194.9,6.3
5,1266,64,5109138,Mariner's Harbor Library,NYPL,Not Available,Not Available,Not Available,Not Available,252.7,6.7
5,3643,5,5052750,New Dorp Branch Library,NYPL,Not Available,250.6,8.5,Not Available,245.1,8
5,4470,1,5060744,Richmondtown Branch Library,NYPL,Not Available,223.6,6.7,Not Available,234.3,7.4
1,962,1,1022053,Chief Medical Examiners Building,OCME,Not Available,571.6,23.2,Not Available,626.1,22.9
1,962,100,1087242,OCME DNA Lab,OCME,Not Available,107.1,4.2,Not Available,113.6,3.9
3,4812,1,3831514,Chief Medical Examiner,OCME,12,337.1,8.7,19,296.6,7.8
4,6858,1,4442431,Chief Medical Examiner,OCME,23,283.3,7.3,11,335.4,8.9
4,676,50,4011018,Broadway Community Library,QPL,Not Available,265.3,7.9,Not Available,438.3,20
4,831,15,4016923,Steinway (ALC) Community Library,QPL,Not Available,241.7,7.4,Not Available,285.1,8.3
4,1281,48,4029693,Jackson Heights Community Library,QPL,Not Available,227.2,6.5,Not Available,198.1,5.8
4,1317,85,4030847,Woodside Community Library,QPL,Not Available,379.9,13.6,Not Available,291.1,10.4
4,1695,39,4437193,Langston Hughes Community Library,QPL,Not Available,260.9,8,Not Available,239.5,7.6
4,1837,1,4045226,Elmhurst (ALC) Community Library,QPL,Not Available,198.5,6.4,Not Available,67.3,1.8
4,2223,54,4052345,Forest Hills Community Library,QPL,Not Available,256.8,7.8,Not Available,160.8,5
4,3491,1,4083512,Ridgewood Community Library,QPL,Not Available,245.2,9.1,Not Available,325,10.9
4,3696,47,4090100,Glendale Community Library,QPL,Not Available,203,7.3,Not Available,156.4,5.4
4,5043,11,4114282,Flushing (ALC) Community Library,QPL,Not Available,302,9.7,Not Available,332,10.9
4,7333,215,4157389,Bayside Community Library,QPL,Not Available,300.5,8.7,Not Available,303.9,9.7
4,8693,10,4177530,Glen Oaks Community Library,QPL,Not Available,Not Available,Not Available,Not Available,216.5,6.5
4,9264,56,4193458,Richmond Hill Community Library,QPL,Not Available,195.9,6.4,Not Available,110.8,4.3
4,9798,6,4209635,Queens Central Library,QPL,Not Available,230.1,7.2,Not Available,247.2,7.2
4,10171,8,4539786,South Jamaica Community Library,QPL,Not Available,176.5,5.5,Not Available,152.8,4.9
4,16135,13,4303629,Peninsula (ALC) Community Library,QPL,Not Available,206.8,6.9,Not Available,34.4,0.9
4,1016,45,4022499,TLC Inspections Facility,TLC,Not Available,92.1,3,Not Available,370.8,13.9
6,0,0,0,Grahamsville WWTP,DEP,Not Available,Not Available,Not Available,Not Available,376.7,14.9
6,0,0,0,Grand Gorge WWTP,DEP,Not Available,Not Available,Not Available,Not Available,869,40
6,0,0,0,Mahopac WWTP,DEP,Not Available,Not Available,Not Available,Not Available,771.1,22.8
6,0,0,0,Margaretville WWTP,DEP,Not Available,Not Available,Not Available,Not Available,936.2,39.8
